Algorithm,Function,Instance,Dimension,ERT,min_ERT,RELERT
dm-CMA-ES_Gissler,4,2,3,inf,1604.0666666666666,1000000.0
dm-CMA-ES_Gissler,4,2,5,inf,3494.625,1000000.0
dm-CMA-ES_Gissler,4,2,10,inf,7937.846153846154,1000000.0
dm-CMA-ES_Gissler,4,3,2,134306.125,155.0,866.4911290322581
dm-CMA-ES_Gissler,4,3,3,inf,1604.0666666666666,1000000.0
dm-CMA-ES_Gissler,4,3,5,inf,3494.625,1000000.0
dm-CMA-ES_Gissler,4,3,10,inf,7937.846153846154,1000000.0
dm-CMA-ES_Gissler,4,4,2,92671.85714285714,155.0,597.8829493087558
dm-CMA-ES_Gissler,4,4,3,inf,1604.0666666666666,1000000.0
dm-CMA-ES_Gissler,4,4,5,inf,3494.625,1000000.0
dm-CMA-ES_Gissler,4,4,10,inf,7937.846153846154,1000000.0
dm-CMA-ES_Gissler,4,5,2,281130.6111111111,155.0,1813.7458781362009
dm-CMA-ES_Gissler,4,5,3,inf,1604.0666666666666,1000000.0
dm-CMA-ES_Gissler,4,5,5,inf,3494.625,1000000.0
dm-CMA-ES_Gissler,4,5,10,inf,7937.846153846154,1000000.0
dm-CMA-ES_Gissler,5,1,2,442.0,3.0,147.33333333333334
dm-CMA-ES_Gissler,5,1,3,94.0,11.0,8.545454545454545
dm-CMA-ES_Gissler,5,1,5,251.0,20.0,12.55
dm-CMA-ES_Gissler,5,1,10,1050.0,30.0,35.0
dm-CMA-ES_Gissler,5,2,2,81.0,3.0,27.0
dm-CMA-ES_Gissler,5,2,3,19.0,11.0,1.7272727272727273
dm-CMA-ES_Gissler,5,2,5,422.0,20.0,21.1
dm-CMA-ES_Gissler,5,2,10,609.0,30.0,20.3
dm-CMA-ES_Gissler,5,3,2,54.0,3.0,18.0
dm-CMA-ES_Gissler,5,3,3,61.0,11.0,5.545454545454546
dm-CMA-ES_Gissler,5,3,5,419.0,20.0,20.95
dm-CMA-ES_Gissler,5,3,10,1650.0,30.0,55.0
dm-CMA-ES_Gissler,5,4,2,75.0,3.0,25.0
dm-CMA-ES_Gissler,5,4,3,212.0,11.0,19.272727272727273
dm-CMA-ES_Gissler,5,4,5,638.0,20.0,31.9
dm-CMA-ES_Gissler,5,4,10,877.0,30.0,29.233333333333334
dm-CMA-ES_Gissler,5,5,2,220.0,3.0,73.33333333333333
dm-CMA-ES_Gissler,5,5,3,140.0,11.0,12.727272727272727
dm-CMA-ES_Gissler,5,5,5,453.0,20.0,22.65
dm-CMA-ES_Gissler,5,5,10,1038.0,30.0,34.6
dm-CMA-ES_Gissler,6,1,2,371.68,152.73684210526315,2.4334665747760167
dm-CMA-ES_Gissler,6,1,3,647.8333333333334,292.70588235294116,2.213256966773848
dm-CMA-ES_Gissler,6,1,5,1628.7096774193549,775.7222222222222,2.0996042536380712
dm-CMA-ES_Gissler,6,1,10,3525.557894736842,2582.548387096774,1.365146888380346
dm-CMA-ES_Gissler,6,2,2,415.0,152.73684210526315,2.717091660923501
dm-CMA-ES_Gissler,6,2,3,749.2727272727273,292.70588235294116,2.5598143817597196
dm-CMA-ES_Gissler,6,2,5,1674.5471698113208,775.7222222222222,2.1586943390821296
dm-CMA-ES_Gissler,6,2,10,3867.470588235294,2582.548387096774,1.4975404168837247
dm-CMA-ES_Gissler,6,3,2,384.7894736842105,152.73684210526315,2.5192970365265337
dm-CMA-ES_Gissler,6,3,3,821.9428571428572,292.70588235294116,2.8080845199816262
dm-CMA-ES_Gissler,6,3,5,1579.4411764705883,775.7222222222222,2.036091182157888
dm-CMA-ES_Gissler,6,3,10,4187.899159663865,2582.548387096774,1.6216149833195497
dm-CMA-ES_Gissler,6,4,2,464.5,152.73684210526315,3.0411784975878704
dm-CMA-ES_Gissler,6,4,3,750.6,292.70588235294116,2.564348874598071
dm-CMA-ES_Gissler,6,4,5,1720.595238095238,775.7222222222222,2.218055882383033
dm-CMA-ES_Gissler,6,4,10,3332.81,2582.548387096774,1.2905121223097966
dm-CMA-ES_Gissler,6,5,2,407.8421052631579,152.73684210526315,2.670227429359063
dm-CMA-ES_Gissler,6,5,3,656.2666666666667,292.70588235294116,2.2420685959271167
dm-CMA-ES_Gissler,6,5,5,1318.3777777777777,775.7222222222222,1.6995488075628447
dm-CMA-ES_Gissler,6,5,10,3121.94623655914,2582.548387096774,1.20886263047669
dm-CMA-ES_Gissler,7,1,2,203.66666666666666,94.0,2.1666666666666665
dm-CMA-ES_Gissler,7,1,3,362.1666666666667,209.66666666666666,1.7273449920508746
dm-CMA-ES_Gissler,7,1,5,1714.8,376.125,4.559122632103689
dm-CMA-ES_Gissler,7,1,10,13859.6,2405.5,5.761629598836001
dm-CMA-ES_Gissler,7,2,2,850.0,94.0,9.042553191489361
dm-CMA-ES_Gissler,7,2,3,985.1428571428571,209.66666666666666,4.698614580967522
dm-CMA-ES_Gissler,7,2,5,3477.3333333333335,376.125,9.24515342860308
dm-CMA-ES_Gissler,7,2,10,3023.7,2405.5,1.2569943878611514
dm-CMA-ES_Gissler,7,3,2,256.8888888888889,94.0,2.732860520094563
dm-CMA-ES_Gissler,7,3,3,280.2,209.66666666666666,1.3364069952305246
dm-CMA-ES_Gissler,7,3,5,2492.8888888888887,376.125,6.627820242974779
dm-CMA-ES_Gissler,7,3,10,33175.75,2405.5,13.791623363126169
dm-CMA-ES_Gissler,7,4,2,147.625,94.0,1.5704787234042554
dm-CMA-ES_Gissler,7,4,3,1270.0,209.66666666666666,6.057233704292528
dm-CMA-ES_Gissler,7,4,5,2589.1666666666665,376.125,6.883793065248698
dm-CMA-ES_Gissler,7,4,10,124983.0,2405.5,51.957181459156104
dm-CMA-ES_Gissler,7,5,2,529.8,94.0,5.636170212765957
dm-CMA-ES_Gissler,7,5,3,1144.75,209.66666666666666,5.459856915739269
dm-CMA-ES_Gissler,7,5,5,3181.6,376.125,8.458889996676637
dm-CMA-ES_Gissler,7,5,10,37230.0,2405.5,15.477031802120141
dm-CMA-ES_Gissler,8,1,2,483.125,133.5,3.6189138576779025
dm-CMA-ES_Gissler,8,1,3,822.5,228.33333333333334,3.6021897810218975
dm-CMA-ES_Gissler,8,1,5,2082.923076923077,849.55,2.451795747069716
dm-CMA-ES_Gissler,8,1,10,12685.57627118644,1572.6923076923076,8.06615267915988
dm-CMA-ES_Gissler,8,2,2,299.89473684210526,133.5,2.246402523161837
dm-CMA-ES_Gissler,8,2,3,1414.409090909091,228.33333333333334,6.194492368944924
dm-CMA-ES_Gissler,8,2,5,4725.0,849.55,5.561767994820788
dm-CMA-ES_Gissler,8,2,10,11923.722222222223,1572.6923076923076,7.58172604005326
dm-CMA-ES_Gissler,8,3,2,548.6428571428571,133.5,4.109684323167469
dm-CMA-ES_Gissler,8,3,3,1013.4782608695652,228.33333333333334,4.438590923516344
dm-CMA-ES_Gissler,8,3,5,7247.451612903225,849.55,8.530930036964541
dm-CMA-ES_Gissler,8,3,10,14681.735849056604,1572.6923076923076,9.33541531121232
dm-CMA-ES_Gissler,8,4,2,370.52941176470586,133.5,2.775501211720643
dm-CMA-ES_Gissler,8,4,3,714.3846153846154,228.33333333333334,3.128691746209994
dm-CMA-ES_Gissler,8,4,5,10446.264705882353,849.55,12.296232953778299
dm-CMA-ES_Gissler,8,4,10,13230.795918367347,1572.6923076923076,8.412831838531451
dm-CMA-ES_Gissler,8,5,2,1594.0714285714287,133.5,11.940609951845907
dm-CMA-ES_Gissler,8,5,3,1145.888888888889,228.33333333333334,5.018491484184914
dm-CMA-ES_Gissler,8,5,5,2115.214285714286,849.55,2.489805527295964
dm-CMA-ES_Gissler,8,5,10,10860.774647887323,1572.6923076923076,6.905848394352419
dm-CMA-ES_Gissler,9,1,2,742.6666666666666,144.9,5.1253738210259945
dm-CMA-ES_Gissler,9,1,3,1960.037037037037,326.9375,5.99514291580818
dm-CMA-ES_Gissler,9,1,5,3516.1724137931033,639.3,5.500035059898488
dm-CMA-ES_Gissler,9,1,10,12572.0,1951.0,6.4438749359302925
dm-CMA-ES_Gissler,9,2,2,360.3809523809524,144.9,2.4871011206414932
dm-CMA-ES_Gissler,9,2,3,1471.2083333333333,326.9375,4.499968138660549
dm-CMA-ES_Gissler,9,2,5,3598.4324324324325,639.3,5.628707074037905
dm-CMA-ES_Gissler,9,2,10,11663.916666666666,1951.0,5.978429865026482
dm-CMA-ES_Gissler,9,3,2,419.3333333333333,144.9,2.8939498504715893
dm-CMA-ES_Gissler,9,3,3,1251.0,326.9375,3.826419422672529
dm-CMA-ES_Gissler,9,3,5,1685.4545454545455,639.3,2.636406296659699
dm-CMA-ES_Gissler,9,3,10,9873.551724137931,1951.0,5.060764594637586
dm-CMA-ES_Gissler,9,4,2,729.52,144.9,5.034644582470669
dm-CMA-ES_Gissler,9,4,3,830.6896551724138,326.9375,2.540820967837626
dm-CMA-ES_Gissler,9,4,5,3164.423076923077,639.3,4.949824928708082
dm-CMA-ES_Gissler,9,4,10,10526.104166666666,1951.0,5.395235349393473
dm-CMA-ES_Gissler,9,5,2,430.95238095238096,144.9,2.974136514509185
dm-CMA-ES_Gissler,9,5,3,1235.3157894736842,326.9375,3.778446306935375
dm-CMA-ES_Gissler,9,5,5,2990.56,639.3,4.67786641639293
dm-CMA-ES_Gissler,9,5,10,18032.3125,1951.0,9.242599948744234
dm-CMA-ES_Gissler,10,1,2,603.9333333333333,138.125,4.372368024132729
dm-CMA-ES_Gissler,10,1,3,927.0555555555555,160.66666666666666,5.770055325034578
dm-CMA-ES_Gissler,10,1,5,2672.9285714285716,235.7,11.340384265713075
dm-CMA-ES_Gissler,10,1,10,8452.0,1066.5,7.924988279418659
dm-CMA-ES_Gissler,10,2,2,592.8,138.125,4.291764705882352
dm-CMA-ES_Gissler,10,2,3,755.9411764705883,160.66666666666666,4.705028069319015
dm-CMA-ES_Gissler,10,2,5,2179.1290322580644,235.7,9.245350158074096
dm-CMA-ES_Gissler,10,2,10,8342.964285714286,1066.5,7.822751322751324
dm-CMA-ES_Gissler,10,3,2,656.625,138.125,4.753846153846154
dm-CMA-ES_Gissler,10,3,3,805.9411764705883,160.66666666666666,5.016231388821089
dm-CMA-ES_Gissler,10,3,5,1879.3783783783783,235.7,7.973603641825958
dm-CMA-ES_Gissler,10,3,10,9100.55,1066.5,8.533098921706516
dm-CMA-ES_Gissler,10,4,2,479.7857142857143,138.125,3.473561732385262
dm-CMA-ES_Gissler,10,4,3,1372.7727272727273,160.66666666666666,8.54422859298378
dm-CMA-ES_Gissler,10,4,5,2297.6666666666665,235.7,9.748267571772027
dm-CMA-ES_Gissler,10,4,10,6794.865671641791,1066.5,6.371182064361736
dm-CMA-ES_Gissler,10,5,2,715.2,138.125,5.177918552036199
dm-CMA-ES_Gissler,10,5,3,1262.9411764705883,160.66666666666666,7.860629729070052
dm-CMA-ES_Gissler,10,5,5,2753.4444444444443,235.7,11.681987460519492
dm-CMA-ES_Gissler,10,5,10,8576.274509803921,1066.5,8.041513839478595
dm-CMA-ES_Gissler,11,1,2,754.4,127.75,5.905283757338552
dm-CMA-ES_Gissler,11,1,3,625.4285714285714,133.3846153846154,4.688910858461032
dm-CMA-ES_Gissler,11,1,5,2321.1304347826085,222.0,10.455542499020758
dm-CMA-ES_Gissler,11,1,10,4210.389830508475,277.46153846153845,15.17467917843365
dm-CMA-ES_Gissler,11,2,2,652.625,127.75,5.108610567514677
dm-CMA-ES_Gissler,11,2,3,967.0,133.3846153846154,7.249711649365628
dm-CMA-ES_Gissler,11,2,5,1524.875,222.0,6.868806306306307
dm-CMA-ES_Gissler,11,2,10,3892.96,277.46153846153845,14.030629331854728
dm-CMA-ES_Gissler,11,3,2,642.1538461538462,127.75,5.026644588288424
dm-CMA-ES_Gissler,11,3,3,951.1666666666666,133.3846153846154,7.131007304882737
dm-CMA-ES_Gissler,11,3,5,1412.6,222.0,6.363063063063063
dm-CMA-ES_Gissler,11,3,10,4010.1702127659573,277.46153846153845,14.453067026880356
dm-CMA-ES_Gissler,11,4,2,597.2222222222222,127.75,4.674929332463579
dm-CMA-ES_Gissler,11,4,3,1027.578947368421,133.3846153846154,7.703879074849754
dm-CMA-ES_Gissler,11,4,5,1893.967741935484,222.0,8.531386224934613
dm-CMA-ES_Gissler,11,4,10,4154.2,277.46153846153845,14.972165234266704
dm-CMA-ES_Gissler,11,5,2,486.8,127.75,3.810567514677104
dm-CMA-ES_Gissler,11,5,3,844.36,133.3846153846154,6.330265282583622
dm-CMA-ES_Gissler,11,5,5,1375.923076923077,222.0,6.197851697851698
dm-CMA-ES_Gissler,11,5,10,3378.864406779661,277.46153846153845,12.177775793771996
dm-CMA-ES_Gissler,12,1,2,464.57142857142856,121.4,3.826782772417039
dm-CMA-ES_Gissler,12,1,3,1915.4424778761063,317.8695652173913,6.025875665593003
dm-CMA-ES_Gissler,12,1,5,2428.74358974359,838.4090909090909,2.8968478706619125
dm-CMA-ES_Gissler,12,1,10,7393.485829959514,991.2333333333333,7.45887530345312
dm-CMA-ES_Gissler,12,2,2,1000.8354430379746,121.4,8.244114028319395
dm-CMA-ES_Gissler,12,2,3,1577.72,317.8695652173913,4.963419504855697
dm-CMA-ES_Gissler,12,2,5,4554.132,838.4090909090909,5.431873353212253
dm-CMA-ES_Gissler,12,2,10,7905.125925925926,991.2333333333333,7.975040447179533
dm-CMA-ES_Gissler,12,3,2,711.3333333333334,121.4,5.8594179022515105
dm-CMA-ES_Gissler,12,3,3,7895.699029126214,317.8695652173913,24.83943067568088
dm-CMA-ES_Gissler,12,3,5,5928.375796178344,838.4090909090909,7.070982245374008
dm-CMA-ES_Gissler,12,3,10,14529.54752851711,991.2333333333333,14.658049764788423
dm-CMA-ES_Gissler,12,4,2,651.6190476190476,121.4,5.367537459794461
dm-CMA-ES_Gissler,12,4,3,2462.7440758293837,317.8695652173913,7.747656099586353
dm-CMA-ES_Gissler,12,4,5,5608.041025641026,838.4090909090909,6.688907702038632
dm-CMA-ES_Gissler,12,4,10,8178.626984126984,991.2333333333333,8.250960403665788
dm-CMA-ES_Gissler,12,5,2,8254.136752136752,121.4,67.99124178036863
dm-CMA-ES_Gissler,12,5,3,1766.4444444444443,317.8695652173913,5.557136126688855
dm-CMA-ES_Gissler,12,5,5,6965.8243727598565,838.4090909090909,8.308383637881098
dm-CMA-ES_Gissler,12,5,10,7303.43,991.2333333333333,7.368023001647779
dm-CMA-ES_Gissler,13,1,2,492.3636363636364,144.66666666666666,3.4034352744030167
dm-CMA-ES_Gissler,13,1,3,772.2631578947369,365.4230769230769,2.113339870041381
dm-CMA-ES_Gissler,13,1,5,2554.657894736842,660.6666666666666,3.8667879335068247
dm-CMA-ES_Gissler,13,1,10,7590.0,1631.1612903225807,4.6531266068109005
dm-CMA-ES_Gissler,13,2,2,589.4444444444445,144.66666666666666,4.074500768049155
dm-CMA-ES_Gissler,13,2,3,1236.1290322580646,365.4230769230769,3.382733905768833
dm-CMA-ES_Gissler,13,2,5,1793.8541666666667,660.6666666666666,2.7152182139253283
dm-CMA-ES_Gissler,13,2,10,5775.564516129032,1631.1612903225807,3.540768500573508
dm-CMA-ES_Gissler,13,3,2,665.7,144.66666666666666,4.601612903225807
dm-CMA-ES_Gissler,13,3,3,831.6382978723404,365.4230769230769,2.275823149634865
dm-CMA-ES_Gissler,13,3,5,2339.8888888888887,660.6666666666666,3.541708711738984
dm-CMA-ES_Gissler,13,3,10,6458.649572649572,1631.1612903225807,3.959540733934595
dm-CMA-ES_Gissler,13,4,2,545.6153846153846,144.66666666666666,3.7715349166962073
dm-CMA-ES_Gissler,13,4,3,923.8823529411765,365.4230769230769,2.5282539918398683
dm-CMA-ES_Gissler,13,4,5,2000.4268292682927,660.6666666666666,3.02789126529005
dm-CMA-ES_Gissler,13,4,10,5641.475308641975,1631.1612903225807,3.4585637497112924
dm-CMA-ES_Gissler,13,5,2,528.35,144.66666666666666,3.652188940092166
dm-CMA-ES_Gissler,13,5,3,872.5357142857143,365.4230769230769,2.387741140030373
dm-CMA-ES_Gissler,13,5,5,1904.528735632184,660.6666666666666,2.8827377431365044
dm-CMA-ES_Gissler,13,5,10,9165.480620155038,1631.1612903225807,5.6189910063047535
dm-CMA-ES_Gissler,14,1,2,350.9642857142857,114.1875,3.0735788568300886
dm-CMA-ES_Gissler,14,1,3,453.9259259259259,150.33333333333334,3.019462921901946
dm-CMA-ES_Gissler,14,1,5,842.5526315789474,485.52,1.7353613271934163
dm-CMA-ES_Gissler,14,1,10,2778.451612903226,1067.7931034482758,2.6020505320090925
dm-CMA-ES_Gissler,14,2,2,346.45,114.1875,3.034044882320744
dm-CMA-ES_Gissler,14,2,3,402.03846153846155,150.33333333333334,2.674313491386662
dm-CMA-ES_Gissler,14,2,5,971.0394736842105,485.52,1.9999989159750589
dm-CMA-ES_Gissler,14,2,10,2257.7462686567164,1067.7931034482758,2.114404243074494
dm-CMA-ES_Gissler,14,3,2,386.6923076923077,114.1875,3.386467938192076
dm-CMA-ES_Gissler,14,3,3,435.52,150.33333333333334,2.8970288248337024
dm-CMA-ES_Gissler,14,3,5,1080.2549019607843,485.52,2.2249441875942995
dm-CMA-ES_Gissler,14,3,10,2762.225352112676,1067.7931034482758,2.5868544600938965
dm-CMA-ES_Gissler,14,4,2,304.4642857142857,114.1875,2.6663538978809918
dm-CMA-ES_Gissler,14,4,3,475.77777777777777,150.33333333333334,3.1648189209164816
dm-CMA-ES_Gissler,14,4,5,852.3137254901961,485.52,1.7554657387753259
dm-CMA-ES_Gissler,14,4,10,2496.407079646018,1067.7931034482758,2.337912720717384
dm-CMA-ES_Gissler,14,5,2,262.11764705882354,114.1875,2.295502108889533
dm-CMA-ES_Gissler,14,5,3,481.8709677419355,150.33333333333334,3.205350118017309
dm-CMA-ES_Gissler,14,5,5,956.4772727272727,485.52,1.9700059168052249
dm-CMA-ES_Gissler,14,5,10,2496.762376237624,1067.7931034482758,2.3382454598879767
dm-CMA-ES_Gissler,15,1,2,2915.866666666667,126.27272727272727,23.09181665466763
dm-CMA-ES_Gissler,15,1,3,8565.785714285714,492.29411764705884,17.399732004165028
dm-CMA-ES_Gissler,15,1,5,28492.677419354837,5983.176470588235,4.7621322151231125
dm-CMA-ES_Gissler,15,1,10,124533.53225806452,17701.137931034482,7.035340481683178
dm-CMA-ES_Gissler,15,2,2,382.0,126.27272727272727,3.025197984161267
dm-CMA-ES_Gissler,15,2,3,26311.81818181818,492.29411764705884,53.44735441401709
dm-CMA-ES_Gissler,15,2,5,33244.72222222222,5983.176470588235,5.556366653339538
dm-CMA-ES_Gissler,15,2,10,72933.40816326531,17701.137931034482,4.120266643162808
dm-CMA-ES_Gissler,15,3,2,10400.214285714286,126.27272727272727,82.36310809420961
dm-CMA-ES_Gissler,15,3,3,1848.4666666666667,492.29411764705884,3.754801449794878
dm-CMA-ES_Gissler,15,3,5,10116.214285714286,5983.176470588235,1.690776519035166
dm-CMA-ES_Gissler,15,3,10,204830.4642857143,17701.137931034482,11.571598678218066
dm-CMA-ES_Gissler,15,4,2,4692.142857142857,126.27272727272727,37.15879872467345
dm-CMA-ES_Gissler,15,4,3,2744.923076923077,492.29411764705884,5.575778743899189
dm-CMA-ES_Gissler,15,4,5,45164.97222222222,5983.176470588235,7.5486612243917035
dm-CMA-ES_Gissler,15,4,10,129825.22222222222,17701.137931034482,7.334286797155929
dm-CMA-ES_Gissler,15,5,2,3055.2105263157896,126.27272727272727,24.195331741881706
dm-CMA-ES_Gissler,15,5,3,2770.214285714286,492.29411764705884,5.627152928323916
dm-CMA-ES_Gissler,15,5,5,32941.75,5983.176470588235,5.505729299801404
dm-CMA-ES_Gissler,15,5,10,68818.8679245283,17701.137931034482,3.887821686529642
dm-CMA-ES_Gissler,16,1,2,300.5882352941176,177.9090909090909,1.6895608524452193
dm-CMA-ES_Gissler,16,1,3,461.2352941176471,436.76190476190476,1.056033708729894
dm-CMA-ES_Gissler,16,1,5,6678.428571428572,1038.6875,6.429680314270241
dm-CMA-ES_Gissler,16,1,10,34944.98611111111,8234.56,4.2436980374314
dm-CMA-ES_Gissler,16,2,2,294.84615384615387,177.9090909090909,1.6572854840611613
dm-CMA-ES_Gissler,16,2,3,2633.681818181818,436.76190476190476,6.030017246164215
dm-CMA-ES_Gissler,16,2,5,12062.035714285714,1038.6875,11.612766798758734
dm-CMA-ES_Gissler,16,2,10,45373.69387755102,8234.56,5.510154018860877
dm-CMA-ES_Gissler,16,3,2,378.85714285714283,177.9090909090909,2.1294985035404044
dm-CMA-ES_Gissler,16,3,3,768.3913043478261,436.76190476190476,1.7592910369934964
dm-CMA-ES_Gissler,16,3,5,9644.107142857143,1038.6875,9.284897664463223
dm-CMA-ES_Gissler,16,3,10,61850.489795918365,8234.56,7.511086177757933
dm-CMA-ES_Gissler,16,4,2,1894.25,177.9090909090909,10.647291773122125
dm-CMA-ES_Gissler,16,4,3,1518.8157894736842,436.76190476190476,3.477445658411183
dm-CMA-ES_Gissler,16,4,5,1067.8947368421052,1038.6875,1.0281193687630834
dm-CMA-ES_Gissler,16,4,10,23528.75,8234.56,2.8573172094198114
dm-CMA-ES_Gissler,16,5,2,373.2105263157895,177.9090909090909,2.0977597289083723
dm-CMA-ES_Gissler,16,5,3,3072.0555555555557,436.76190476190476,7.033707660997238
dm-CMA-ES_Gissler,16,5,5,14968.375,1038.6875,14.41085504542993
dm-CMA-ES_Gissler,16,5,10,48904.816666666666,8234.56,5.938971440692237
dm-CMA-ES_Gissler,17,1,2,1109.375,412.76190476190476,2.6876874711582834
dm-CMA-ES_Gissler,17,1,3,1608.15,592.5454545454545,2.7139690088984354
dm-CMA-ES_Gissler,17,1,5,4989.034090909091,1310.32,3.80749289555917
dm-CMA-ES_Gissler,17,1,10,18994.954128440368,2803.4166666666665,6.775644289446937
dm-CMA-ES_Gissler,17,2,2,1416.6666666666667,412.76190476190476,3.4321642824180896
dm-CMA-ES_Gissler,17,2,3,3850.3518518518517,592.5454545454545,6.497985635220984
dm-CMA-ES_Gissler,17,2,5,7138.375,1310.32,5.447810458513951
dm-CMA-ES_Gissler,17,2,10,23831.268656716416,2803.4166666666665,8.500794384251272
dm-CMA-ES_Gissler,17,3,2,1216.5714285714287,412.76190476190476,2.947392708814029
dm-CMA-ES_Gissler,17,3,3,2874.5,592.5454545454545,4.851104633323105
dm-CMA-ES_Gissler,17,3,5,8761.49090909091,1310.32,6.686527649040624
dm-CMA-ES_Gissler,17,3,10,15514.748031496063,2803.4166666666665,5.534228363543081
dm-CMA-ES_Gissler,17,4,2,1303.0689655172414,412.76190476190476,3.1569506548064226
dm-CMA-ES_Gissler,17,4,3,1701.658536585366,592.5454545454545,2.8717772173119096
dm-CMA-ES_Gissler,17,4,5,4119.762711864407,1310.32,3.1440890102146093
dm-CMA-ES_Gissler,17,4,10,25430.26605504587,2803.4166666666665,9.071168890953018
dm-CMA-ES_Gissler,17,5,2,1367.2142857142858,412.76190476190476,3.312355791416705
dm-CMA-ES_Gissler,17,5,3,7164.98,592.5454545454545,12.091865602945688
dm-CMA-ES_Gissler,17,5,5,8690.929824561403,1310.32,6.6326773799998495
dm-CMA-ES_Gissler,17,5,10,13932.858490566037,2803.4166666666665,4.969956359406452
dm-CMA-ES_Gissler,18,1,2,2981.6153846153848,554.4,5.378094128094128
dm-CMA-ES_Gissler,18,1,3,1077.2894736842106,1077.2894736842106,1.0
dm-CMA-ES_Gissler,18,1,5,8457.302631578947,3361.3529411764707,2.5160412427916294
dm-CMA-ES_Gissler,18,1,10,19351.037313432837,14591.9898989899,1.3261410847585888
dm-CMA-ES_Gissler,18,2,2,3322.9411764705883,554.4,5.993761140819965
dm-CMA-ES_Gissler,18,2,3,5105.0,1077.2894736842106,4.738744900701077
dm-CMA-ES_Gissler,18,2,5,8209.0,3361.3529411764707,2.4421713945715133
dm-CMA-ES_Gissler,18,2,10,24961.838383838385,14591.9898989899,1.7106534856884952
dm-CMA-ES_Gissler,18,3,2,1685.3,554.4,3.039862914862915
dm-CMA-ES_Gissler,18,3,3,5071.720930232558,1077.2894736842106,4.707853417417915
dm-CMA-ES_Gissler,18,3,5,8202.63076923077,3361.3529411764707,2.4402765531547708
dm-CMA-ES_Gissler,18,3,10,35022.5,14591.9898989899,2.400118163625124
dm-CMA-ES_Gissler,18,4,2,1458.9285714285713,554.4,2.631545042259328
dm-CMA-ES_Gissler,18,4,3,1995.4905660377358,1077.2894736842106,1.8523253171808864
dm-CMA-ES_Gissler,18,4,5,7966.732394366197,3361.3529411764707,2.370096962081538
dm-CMA-ES_Gissler,18,4,10,27380.296296296296,14591.9898989899,1.8763922183218917
dm-CMA-ES_Gissler,18,5,2,2855.7096774193546,554.4,5.150991481636643
dm-CMA-ES_Gissler,18,5,3,3109.8214285714284,1077.2894736842106,2.886709194267149
dm-CMA-ES_Gissler,18,5,5,5498.254901960784,3361.3529411764707,1.635726744016473
dm-CMA-ES_Gissler,18,5,10,38872.68032786885,14591.9898989899,2.663973906023587
dm-CMA-ES_Gissler,19,1,2,1614.0,218.0,7.4036697247706424
dm-CMA-ES_Gissler,19,1,3,38507.857142857145,679.8780487804878,56.63935938500961
dm-CMA-ES_Gissler,19,1,5,183147.2380952381,12788.318181818182,14.321448332090148
dm-CMA-ES_Gissler,19,1,10,516189.73846153845,123907.62790697675,4.165923819065169
dm-CMA-ES_Gissler,19,2,2,1176.2142857142858,218.0,5.395478374836173
dm-CMA-ES_Gissler,19,2,3,130033.76923076923,679.8780487804878,191.26043187305967
dm-CMA-ES_Gissler,19,2,5,144745.0,12788.318181818182,11.318532894011936
dm-CMA-ES_Gissler,19,2,10,1128913.2280701755,123907.62790697675,9.110925994949266
dm-CMA-ES_Gissler,19,3,2,601.1111111111111,218.0,2.7573904179408766
dm-CMA-ES_Gissler,19,3,3,5405.642857142857,679.8780487804878,7.9509007046764895
dm-CMA-ES_Gissler,19,3,5,28138.82857142857,12788.318181818182,2.2003541178256736
dm-CMA-ES_Gissler,19,3,10,841404.6896551724,123907.62790697675,6.790580240038606
dm-CMA-ES_Gissler,19,4,2,1847.6363636363637,218.0,8.475396163469558
dm-CMA-ES_Gissler,19,4,3,46400.4,679.8780487804878,68.24812197309417
dm-CMA-ES_Gissler,19,4,5,171032.36,12788.318181818182,13.374108899101806
dm-CMA-ES_Gissler,19,4,10,305924.86,123907.62790697675,2.4689751968270435
dm-CMA-ES_Gissler,19,5,2,1476.857142857143,218.0,6.774574049803408
dm-CMA-ES_Gissler,19,5,3,47501.375,679.8780487804878,69.8674932735426
dm-CMA-ES_Gissler,19,5,5,34616.69696969697,12788.318181818182,2.706899881402179
dm-CMA-ES_Gissler,19,5,10,1442100.50877193,123907.62790697675,11.638512762544226
dm-CMA-ES_Gissler,20,1,2,297.57142857142856,153.5,1.9385760818985573
dm-CMA-ES_Gissler,20,1,3,4981.190476190476,458.48,10.86457528396108
dm-CMA-ES_Gissler,20,1,5,217665.03846153847,5855.166666666667,37.17486637924428
dm-CMA-ES_Gissler,20,1,10,74530.03448275862,74530.03448275862,1.0
dm-CMA-ES_Gissler,20,2,2,4238.384615384615,153.5,27.61162615885743
dm-CMA-ES_Gissler,20,2,3,4912.09375,458.48,10.713867017099982
dm-CMA-ES_Gissler,20,2,5,66831.90909090909,5855.166666666667,11.414177067133144
dm-CMA-ES_Gissler,20,2,10,1036346.3818181818,74530.03448275862,13.905083890145317
dm-CMA-ES_Gissler,20,3,2,12375.5625,153.5,80.62255700325733
dm-CMA-ES_Gissler,20,3,3,31650.714285714286,458.48,69.03401301194008
dm-CMA-ES_Gissler,20,3,5,116854.63636363637,5855.166666666667,19.957525210834255
dm-CMA-ES_Gissler,20,3,10,237817.40350877194,74530.03448275862,3.1908935123837536
dm-CMA-ES_Gissler,20,4,2,3229.5384615384614,153.5,21.039338511651213
